"player_name","position","team","headshot_href","streak_total5","streak_total10","status","reason"
"Yves Missi","C","NO","https://a.espncdn.com/i/headshots/nba/players/full/5061589.png",89.0727248814184,82.7745274931828,"— Steady","Recent form (89.1) is close to season avg (62.9)"
"Cole Swider",NA,NA,NA,89.0008629606591,NA,"— Steady","Recent form (89) is close to season avg (57.7)"
"Mouhamed Gueye","F","ATL","https://a.espncdn.com/i/headshots/nba/players/full/4712863.png",88.9387423552638,90.882352896584,"On Fire (last 5)","Last 5 avg (88.9) is 11.3 above season avg (67.8). Boosted by REB, DISC"
"Malaki Branham",NA,NA,NA,88.4048625395909,94.0475373861241,"On Fire (last 5)","Last 5 avg (88.4) is 8.9 above season avg (57). Boosted by SCORING, IMPACT"
"Rayan Rupert",NA,NA,NA,87.9146821509982,79.8684138526389,"On Fire (last 5)","Last 5 avg (87.9) is 10.3 above season avg (52.6). Boosted by SCORING, REB"
"Nikola Vučević",NA,NA,NA,87.7944383566083,82.1140197725579,"— Steady","Recent form (87.8) is close to season avg (73.2)"
"Jared Rhoden",NA,NA,NA,87.7335756680238,88.1401222114063,"On Fire (last 5)","Last 5 avg (87.7) is 13.2 above season avg (64.3). Boosted by IMPACT, SCORING"
"Julian Phillips","F","CHI","https://a.espncdn.com/i/headshots/nba/players/full/5105553.png",87.4177102991995,75.3291177365844,"— Steady","Recent form (87.4) is close to season avg (58.3)"
"Tre Jones","G","CHI","https://a.espncdn.com/i/headshots/nba/players/full/4395626.png",87.3864360293729,87.6280387210307,"On Fire (last 5)","Last 5 avg (87.4) is 10.6 above season avg (68.7). Boosted by IMPACT, SCORING"
"Seth Curry",NA,NA,NA,87.0141078996078,78.6426694282974,"— Steady","Recent form (87) is close to season avg (55.9)"
"Jaylen Wells","F","MEM","https://a.espncdn.com/i/headshots/nba/players/full/5112087.png",86.3198515884021,76.5216840210681,"— Steady","Recent form (86.3) is close to season avg (61.7)"
"Immanuel Quickley","G","TOR","https://a.espncdn.com/i/headshots/nba/players/full/4395724.png",85.7791066203164,91.2235601103024,"On Fire (last 10)","Last 10 avg (91.2) is 7.3 above season avg (69.4). Boosted by IMPACT, DISC"
"Moses Brown",NA,NA,NA,85.2856711181136,69.7588736455875,"— Steady","Recent form (85.3) is close to season avg (61.7)"
"Malcolm Brogdon",NA,NA,NA,85.2483247845028,85.3047586523058,"— Steady","Recent form (85.2) is close to season avg (63.8)"
"Vít Krejčí",NA,NA,NA,85.0449646732781,81.9629057310328,"— Steady","Recent form (85) is close to season avg (63.1)"
"Tyrese Martin","G","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4397179.png",84.892924440223,71.4379278270309,"— Steady","Recent form (84.9) is close to season avg (59.6)"
"Mason Plumlee","C","PHX","https://a.espncdn.com/i/headshots/nba/players/full/2488653.png",84.8622571447504,61.1959437953638,"— Steady","Recent form (84.9) is close to season avg (67.5)"
"Ryan Dunn","F","PHX","https://a.espncdn.com/i/headshots/nba/players/full/4888725.png",84.8586232063492,57.9893575663271,"On Fire (last 5)","Last 5 avg (84.9) is 9 above season avg (59.9). Boosted by REB, IMPACT"
"Vince Williams Jr.",NA,NA,NA,84.3229923778915,83.9022343265267,"— Steady","Recent form (84.3) is close to season avg (62.6)"
"Collin Gillespie",NA,NA,NA,84.2827913997834,73.8351808947105,"— Steady","Recent form (84.3) is close to season avg (65.2)"
"Josh Giddey","G","CHI","https://a.espncdn.com/i/headshots/nba/players/full/4871145.png",84.227126228494,85.9291822605403,"On Fire (last 10)","Last 10 avg (85.9) is 8.5 above season avg (75.1). Boosted by IMPACT, PLAY"
"Keegan Murray","F","SAC","https://a.espncdn.com/i/headshots/nba/players/full/4594327.png",83.6679868716,76.4474523894889,"— Steady","Recent form (83.7) is close to season avg (64.6)"
"Jaden Ivey","G","DET","https://a.espncdn.com/i/headshots/nba/players/full/4433218.png",83.5548448464897,45.5693801732193,"— Steady","Recent form (83.6) is close to season avg (64.2)"
"Harrison Barnes","F","SA","https://a.espncdn.com/i/headshots/nba/players/full/6578.png",83.2498931585566,77.1456103821274,"— Steady","Recent form (83.2) is close to season avg (63.4)"
"Cam Thomas","G","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4432174.png",83.202557242439,87.7664283993217,"— Steady","Recent form (83.2) is close to season avg (62.7)"
"Kyshawn George","F","WSH","https://a.espncdn.com/i/headshots/nba/players/full/5174563.png",83.0815673719966,83.0880700158203,"— Steady","Recent form (83.1) is close to season avg (59.5)"
"Bilal Coulibaly","G","WSH","https://a.espncdn.com/i/headshots/nba/players/full/5104155.png",82.9413575634181,80.4216815011162,"— Steady","Recent form (82.9) is close to season avg (59.3)"
"Colin Castleton",NA,NA,NA,82.9245522426244,74.795758532201,"— Steady","Recent form (82.9) is close to season avg (58.4)"
"Quenton Jackson",NA,NA,NA,82.7430883539877,87.7236646344169,"— Steady","Recent form (82.7) is close to season avg (59.8)"
"Tristan Thompson",NA,NA,NA,82.3932088126516,80.5277045719905,"— Steady","Recent form (82.4) is close to season avg (59.8)"
"Bennedict Mathurin","G","IND","https://a.espncdn.com/i/headshots/nba/players/full/4683634.png",82.1665695702775,66.0148181175735,"— Steady","Recent form (82.2) is close to season avg (61.6)"
"Coby White","G","CHI","https://a.espncdn.com/i/headshots/nba/players/full/4395651.png",81.2439111589273,84.3561205267114,"— Steady","Recent form (81.2) is close to season avg (65.3)"
"Marcus Bagley",NA,NA,NA,80.9422078743817,NA,"— Steady","Recent form (80.9) is close to season avg (60.7)"
"Trendon Watford","F","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4431675.png",80.8388947426939,60.192624442925,"— Steady","Recent form (80.8) is close to season avg (61.9)"
"Donovan Clingan","C","POR","https://a.espncdn.com/i/headshots/nba/players/full/5105565.png",80.6772573817383,86.0968474382457,"— Steady","Recent form (80.7) is close to season avg (70.5)"
"Jamal Shead","G","TOR","https://a.espncdn.com/i/headshots/nba/players/full/4432241.png",80.4886429314248,87.645672157317,"On Fire (last 10)","Last 10 avg (87.6) is 10 above season avg (61.6). Boosted by PLAY, REB"
"Nick Smith Jr.","G","CHA","https://a.espncdn.com/i/headshots/nba/players/full/4683686.png",80.2383522809517,63.4968655891712,"— Steady","Recent form (80.2) is close to season avg (54.9)"
"CJ McCollum","G","NO","https://a.espncdn.com/i/headshots/nba/players/full/2490149.png",80.0435974603445,53.5531030666039,"— Steady","Recent form (80) is close to season avg (63.4)"
"Nic Claxton","C","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4278067.png",79.9593506915033,70.4972643072779,"— Steady","Recent form (80) is close to season avg (65.6)"
"Keon Johnson",NA,NA,NA,79.7366882479562,69.5572161571093,"— Steady","Recent form (79.7) is close to season avg (58.6)"
"RJ Barrett","F","TOR","https://a.espncdn.com/i/headshots/nba/players/full/4395625.png",79.4238392782853,76.6609350422905,"— Steady","Recent form (79.4) is close to season avg (69)"
"Ochai Agbaji","G","TOR","https://a.espncdn.com/i/headshots/nba/players/full/4397018.png",78.9411198531072,77.2269943084598,"— Steady","Recent form (78.9) is close to season avg (62)"
"Svi Mykhailiuk","G","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/3133602.png",78.9117121058308,53.2214276447091,"— Steady","Recent form (78.9) is close to season avg (58.5)"
"Brandon Williams",NA,NA,NA,78.6255414390752,81.0891669817395,"On Fire (last 10)","Last 10 avg (81.1) is 9.2 above season avg (62.3). Boosted by REB, DEF"
"Tristan da Silva","F","ORL","https://a.espncdn.com/i/headshots/nba/players/full/4702382.png",78.1359051613427,61.5577461699624,"— Steady","Recent form (78.1) is close to season avg (59.5)"
"Guerschon Yabusele","F","PHI","https://a.espncdn.com/i/headshots/nba/players/full/4017844.png",77.8982646141298,79.5430380681322,"— Steady","Recent form (77.9) is close to season avg (64.1)"
"Pascal Siakam","F","IND","https://a.espncdn.com/i/headshots/nba/players/full/3149673.png",77.74287651518,74.9797473180774,"— Steady","Recent form (77.7) is close to season avg (72.4)"
"Brice Sensabaugh","F","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/5105839.png",77.7231806433763,79.0274490041328,"— Steady","Recent form (77.7) is close to season avg (58.8)"
"Jared Butler",NA,NA,NA,77.5296876766251,81.995333410288,"— Steady","Recent form (77.5) is close to season avg (65.1)"
"Trae Young","G","ATL","https://a.espncdn.com/i/headshots/nba/players/full/4277905.png",77.4334707595218,76.4267254477447,"— Steady","Recent form (77.4) is close to season avg (75.5)"
"Alec Burks",NA,NA,NA,77.3389930393001,78.5382026928179,"— Steady","Recent form (77.3) is close to season avg (60.6)"
"Kevin Huerter","G","CHI","https://a.espncdn.com/i/headshots/nba/players/full/4066372.png",77.1969446606392,82.0824874689764,"— Steady","Recent form (77.2) is close to season avg (63.1)"
"Jayson Tatum","F","BOS","https://a.espncdn.com/i/headshots/nba/players/full/4065648.png",77.191789948867,80.1829575206857,"— Steady","Recent form (77.2) is close to season avg (77.4)"
"Jeff Dowtin Jr.",NA,NA,NA,77.0365109341662,83.5157515187579,"On Fire (last 10)","Last 10 avg (83.5) is 7.3 above season avg (60.5). Boosted by DISC, PLAY"
"Robert Williams III",NA,NA,NA,76.7268963217897,75.8106313000074,"— Steady","Recent form (76.7) is close to season avg (70)"
"Devin Carter",NA,NA,NA,76.4597353852269,66.1655009624287,"— Steady","Recent form (76.5) is close to season avg (60.9)"
"Keon Ellis","G","SAC","https://a.espncdn.com/i/headshots/nba/players/full/4702177.png",76.4421507353403,73.3537165115422,"— Steady","Recent form (76.4) is close to season avg (64.5)"
"Jaylen Sims",NA,NA,NA,76.2135469035393,NA,"— Steady","Recent form (76.2) is close to season avg (53.4)"
"Reece Beekman",NA,NA,NA,76.0808898789778,68.855819829851,"— Steady","Recent form (76.1) is close to season avg (57.5)"
"Justin Champagnie","F","WSH","https://a.espncdn.com/i/headshots/nba/players/full/4432907.png",75.6393910181807,83.1367547499927,"— Steady","Recent form (75.6) is close to season avg (63.7)"
"Bub Carrington","G","WSH","https://a.espncdn.com/i/headshots/nba/players/full/4845374.png",75.1615493905123,85.2380156947225,"— Steady","Recent form (75.2) is close to season avg (58.6)"
"Toumani Camara","F","POR","https://a.espncdn.com/i/headshots/nba/players/full/4431736.png",75.1526184035948,76.1943175677842,"— Steady","Recent form (75.2) is close to season avg (64.5)"
"Jock Landale",NA,NA,NA,75.0809743625733,87.1575246680281,"— Steady","Recent form (75.1) is close to season avg (62.5)"
"Zaccharie Risacher","F","ATL","https://a.espncdn.com/i/headshots/nba/players/full/5211175.png",74.8248957583053,57.3388521570687,"— Steady","Recent form (74.8) is close to season avg (60.3)"
"Ziaire Williams","F","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4433137.png",74.7567490718814,51.0766240673859,"— Steady","Recent form (74.8) is close to season avg (59.2)"
"Josh Green","G","CHA","https://a.espncdn.com/i/headshots/nba/players/full/4432811.png",73.9446677929157,64.6117677938816,"— Steady","Recent form (73.9) is close to season avg (55.8)"
"Paul George","F","PHI","https://a.espncdn.com/i/headshots/nba/players/full/4251.png",73.8877984969973,52.525803063876,"— Steady","Recent form (73.9) is close to season avg (67.4)"
"Jerami Grant","F","POR","https://a.espncdn.com/i/headshots/nba/players/full/2991070.png",73.7712564368823,61.4638336153886,"— Steady","Recent form (73.8) is close to season avg (58.8)"
"Bruce Brown","G","NO","https://a.espncdn.com/i/headshots/nba/players/full/4065670.png",73.7096042380156,70.0592550291208,"— Steady","Recent form (73.7) is close to season avg (58.9)"
"Stephon Castle","G","SA","https://a.espncdn.com/i/headshots/nba/players/full/4845367.png",73.6839815404281,75.7648813244303,"— Steady","Recent form (73.7) is close to season avg (63.7)"
"Moussa Diabaté",NA,NA,NA,73.4696550144321,74.0718632820531,"— Steady","Recent form (73.5) is close to season avg (65.3)"
"Oscar Tshiebwe",NA,NA,NA,73.2959450996153,86.4843834827688,"— Steady","Recent form (73.3) is close to season avg (68.3)"
"Clint Capela","C","ATL","https://a.espncdn.com/i/headshots/nba/players/full/3102529.png",73.2604264894937,54.9579015354859,"— Steady","Recent form (73.3) is close to season avg (69.6)"
"Elfrid Payton",NA,NA,NA,73.1093106200182,89.1935556546344,"— Steady","Recent form (73.1) is close to season avg (63.9)"
"Alex Sarr","C","WSH","https://a.espncdn.com/i/headshots/nba/players/full/5160992.png",72.664352315943,55.0003610927906,"— Steady","Recent form (72.7) is close to season avg (63.2)"
"Cameron Johnson","F","BKN","https://a.espncdn.com/i/headshots/nba/players/full/3138196.png",72.6281071728604,88.6543164019283,"— Steady","Recent form (72.6) is close to season avg (66.2)"
"Caris LeVert","G","ATL","https://a.espncdn.com/i/headshots/nba/players/full/2991043.png",72.4928234435966,61.9863963762318,"— Steady","Recent form (72.5) is close to season avg (69)"
"Larry Nance Jr.",NA,NA,NA,72.33650817236,44.696879085102,"— Steady","Recent form (72.3) is close to season avg (64.4)"
"Marcus Sasser","G","DET","https://a.espncdn.com/i/headshots/nba/players/full/4432107.png",72.1988321770148,82.52307699887,"— Steady","Recent form (72.2) is close to season avg (63.8)"
"Corey Kispert","F","WSH","https://a.espncdn.com/i/headshots/nba/players/full/4280151.png",72.1230741958545,69.4380712590988,"— Steady","Recent form (72.1) is close to season avg (58.1)"
"Nicolas Batum","F","LAC","https://a.espncdn.com/i/headshots/nba/players/full/3416.png",72.1203210828979,75.3371716282121,"— Steady","Recent form (72.1) is close to season avg (61)"
"Karlo Matković",NA,NA,NA,71.958130888505,85.84675733071,"— Steady","Recent form (72) is close to season avg (66.1)"
"Jabari Walker","F","POR","https://a.espncdn.com/i/headshots/nba/players/full/4432446.png",71.9073306949821,64.4554384692852,"— Steady","Recent form (71.9) is close to season avg (61.5)"
"Jamal Cain","F","NO","https://a.espncdn.com/i/headshots/nba/players/full/4278572.png",71.7209067128475,51.259339465275,"— Steady","Recent form (71.7) is close to season avg (57.3)"
"Terance Mann","G","ATL","https://a.espncdn.com/i/headshots/nba/players/full/3907823.png",71.5716944307536,87.6590994243881,"On Fire (last 10)","Last 10 avg (87.7) is 6.9 above season avg (61.8). Boosted by PLAY, DISC"
"Day'Ron Sharpe","C","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4432194.png",71.5265722790943,75.8232893929709,"— Steady","Recent form (71.5) is close to season avg (71.9)"
"Antonio Reeves","G","NO","https://a.espncdn.com/i/headshots/nba/players/full/4592686.png",71.2163125097566,57.5264478296917,"— Steady","Recent form (71.2) is close to season avg (56.4)"
"Dyson Daniels","G","ATL","https://a.espncdn.com/i/headshots/nba/players/full/4869342.png",71.133124585538,75.6682100491215,"— Steady","Recent form (71.1) is close to season avg (73.5)"
"Trey Lyles",NA,NA,NA,70.8531280539094,54.9624985816587,"— Steady","Recent form (70.9) is close to season avg (63)"
"Blake Wesley","G","SA","https://a.espncdn.com/i/headshots/nba/players/full/4683935.png",70.780557746941,54.3886102119182,"— Steady","Recent form (70.8) is close to season avg (61.1)"
"Isaiah Collier","G","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/4683766.png",70.6285905172501,65.4302937964293,"— Steady","Recent form (70.6) is close to season avg (63.3)"
"Terry Rozier","G","MIA","https://a.espncdn.com/i/headshots/nba/players/full/3074752.png",70.5971891274175,63.3821190040824,"— Steady","Recent form (70.6) is close to season avg (60.7)"
"Dejounte Murray","G","NO","https://a.espncdn.com/i/headshots/nba/players/full/3907497.png",70.5598188104832,75.7925110368371,"— Steady","Recent form (70.6) is close to season avg (70.1)"
"Jakob Poeltl","C","TOR","https://a.espncdn.com/i/headshots/nba/players/full/3134908.png",70.4949836275408,88.8089350102452,"On Fire (last 10)","Last 10 avg (88.8) is 7.3 above season avg (71.1). Boosted by DEF, REB"
"Gary Trent Jr.","G","MIL","https://a.espncdn.com/i/headshots/nba/players/full/4277843.png",70.2857063667222,78.3073382083266,"— Steady","Recent form (70.3) is close to season avg (60.1)"
"Brandon Miller","F","CHA","https://a.espncdn.com/i/headshots/nba/players/full/4433287.png",70.1133956650374,51.8769302518205,"— Steady","Recent form (70.1) is close to season avg (62.7)"
"Jamison Battle","F","TOR","https://a.espncdn.com/i/headshots/nba/players/full/4431893.png",70.1012604564478,91.1135107805806,"— Steady","Recent form (70.1) is close to season avg (56)"
"Aaron Gordon","F","DEN","https://a.espncdn.com/i/headshots/nba/players/full/3064290.png",69.9954397191715,63.2113248499877,"— Steady","Recent form (70) is close to season avg (69.5)"
"Jared McCain","G","PHI","https://a.espncdn.com/i/headshots/nba/players/full/4683778.png",69.3149605955596,43.1483150470934,"— Steady","Recent form (69.3) is close to season avg (62.4)"
"Garrett Temple",NA,NA,NA,68.9438405002596,75.620428089721,"— Steady","Recent form (68.9) is close to season avg (58)"
"A.J. Lawson",NA,NA,NA,68.8234620819784,86.248232540357,"— Steady","Recent form (68.8) is close to season avg (61.3)"
"OG Anunoby","F","NY","https://a.espncdn.com/i/headshots/nba/players/full/3934719.png",68.4300802564957,51.6255762006156,"— Steady","Recent form (68.4) is close to season avg (66.7)"
"Domantas Sabonis","F","SAC","https://a.espncdn.com/i/headshots/nba/players/full/3155942.png",68.3655143797738,61.5065709288717,"— Steady","Recent form (68.4) is close to season avg (78.2)"
"Eric Gordon","G","PHI","https://a.espncdn.com/i/headshots/nba/players/full/3431.png",68.3321242832907,86.5329768902206,"On Fire (last 10)","Last 10 avg (86.5) is 6.2 above season avg (58.7). Boosted by DISC, PLAY"
"Talen Horton-Tucker",NA,NA,NA,68.2256068594264,72.7118097061406,"— Steady","Recent form (68.2) is close to season avg (58.2)"
"T.J. McConnell","G","IND","https://a.espncdn.com/i/headshots/nba/players/full/2530530.png",68.1131144105312,66.7962052319473,"— Steady","Recent form (68.1) is close to season avg (70.6)"
"Duop Reath",NA,NA,NA,67.9936413309919,75.7699929912107,"— Steady","Recent form (68) is close to season avg (58.4)"
"Kai Jones",NA,NA,NA,67.9913648744019,87.7140178107261,"On Fire (last 10)","Last 10 avg (87.7) is 8.3 above season avg (63.9). Boosted by SCORING, PLAY"
"Lonnie Walker IV",NA,NA,NA,67.6824794712808,75.7054558901886,"— Steady","Recent form (67.7) is close to season avg (58.5)"
"Quentin Grimes","G","PHI","https://a.espncdn.com/i/headshots/nba/players/full/4397014.png",67.4661994939894,63.368675908445,"— Steady","Recent form (67.5) is close to season avg (62.7)"
"Kyle Filipowski","F","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/4684793.png",67.1505326306631,52.7976386275515,"— Steady","Recent form (67.2) is close to season avg (63.2)"
"Adem Bona","C","PHI","https://a.espncdn.com/i/headshots/nba/players/full/5105637.png",66.7794950184553,75.1382106157617,"— Steady","Recent form (66.8) is close to season avg (62.6)"
"Chris Boucher","F","TOR","https://a.espncdn.com/i/headshots/nba/players/full/3948153.png",66.4135935534625,51.9835034006221,"— Steady","Recent form (66.4) is close to season avg (65.4)"
"Delon Wright",NA,NA,NA,66.3127042375091,78.6623642366323,"— Steady","Recent form (66.3) is close to season avg (60)"
"Jeremiah Robinson-Earl",NA,NA,NA,66.1283540865314,69.7396219743892,"— Steady","Recent form (66.1) is close to season avg (61.8)"
"Micah Potter",NA,NA,NA,65.9531996936174,59.3775848672009,"— Steady","Recent form (66) is close to season avg (58)"
"Tosan Evbuomwan","F","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4597865.png",65.5713599431449,61.422688688491,"— Steady","Recent form (65.6) is close to season avg (61.1)"
"Lindy Waters III","F","DET","https://a.espncdn.com/i/headshots/nba/players/full/4066317.png",65.5639152165018,90.960798262934,"— Steady","Recent form (65.6) is close to season avg (58.2)"
"Dennis Schröder",NA,NA,NA,65.4137403119123,55.2709285256034,"— Steady","Recent form (65.4) is close to season avg (65.4)"
"Luke Kennard","G","MEM","https://a.espncdn.com/i/headshots/nba/players/full/3913174.png",65.1080789253252,43.9891239285046,"— Steady","Recent form (65.1) is close to season avg (65.4)"
"Zach LaVine","G","SAC","https://a.espncdn.com/i/headshots/nba/players/full/3064440.png",65.071100176536,51.076218661249,"— Steady","Recent form (65.1) is close to season avg (66.2)"
"Jaylen Nowell",NA,NA,NA,65.068759007386,NA,"— Steady","Recent form (65.1) is close to season avg (55.9)"
"Cory Joseph",NA,NA,NA,65.0108486131769,77.9048455338593,"— Steady","Recent form (65) is close to season avg (60.8)"
"Jordan Hawkins","G","NO","https://a.espncdn.com/i/headshots/nba/players/full/4683750.png",64.9991587180183,53.2256501182242,"— Steady","Recent form (65) is close to season avg (55.7)"
"Jett Howard","G","ORL","https://a.espncdn.com/i/headshots/nba/players/full/5105806.png",64.6778708606954,54.0836493118697,"— Steady","Recent form (64.7) is close to season avg (53.1)"
"Davion Mitchell","G","MIA","https://a.espncdn.com/i/headshots/nba/players/full/4278053.png",64.5305125313673,78.7051413023746,"— Steady","Recent form (64.5) is close to season avg (64.8)"
"Alperen Sengun","C","HOU","https://a.espncdn.com/i/headshots/nba/players/full/4871144.png",64.483532131329,59.3760050623169,"— Steady","Recent form (64.5) is close to season avg (76.6)"
"Derrick Jones Jr.","F","LAC","https://a.espncdn.com/i/headshots/nba/players/full/3936099.png",64.3945055730926,46.2866872099923,"— Steady","Recent form (64.4) is close to season avg (64.4)"
"Brandon Clarke","F","MEM","https://a.espncdn.com/i/headshots/nba/players/full/3906665.png",64.2971820596045,71.1289748702701,"— Steady","Recent form (64.3) is close to season avg (67.3)"
"Jaylen Martin",NA,NA,NA,63.8829751380156,70.7783283835959,"— Steady","Recent form (63.9) is close to season avg (53)"
"Marcus Smart","G","WSH","https://a.espncdn.com/i/headshots/nba/players/full/2990992.png",63.6615209042977,65.3990266214404,"— Steady","Recent form (63.7) is close to season avg (66.2)"
"John Konchar","G","MEM","https://a.espncdn.com/i/headshots/nba/players/full/3134932.png",63.6133335489878,81.8736879843411,"— Steady","Recent form (63.6) is close to season avg (61.9)"
"Keldon Johnson","F","SA","https://a.espncdn.com/i/headshots/nba/players/full/4395723.png",63.4836712231416,65.3138199107821,"— Steady","Recent form (63.5) is close to season avg (63.3)"
"Jordan Poole","G","WSH","https://a.espncdn.com/i/headshots/nba/players/full/4277956.png",63.4241978343625,61.2159805696621,"— Steady","Recent form (63.4) is close to season avg (61.4)"
"Anthony Gill",NA,NA,NA,63.2879516967142,74.7503725512454,"— Steady","Recent form (63.3) is close to season avg (55.4)"
"Jevon Carter",NA,NA,NA,63.18171077627,72.2432786566521,"— Steady","Recent form (63.2) is close to season avg (61)"
"Cade Cunningham","G","DET","https://a.espncdn.com/i/headshots/nba/players/full/4432166.png",63.1703504108775,57.0213055517763,"— Steady","Recent form (63.2) is close to season avg (76.5)"
"Spencer Jones",NA,NA,NA,63.0775710045798,77.5292006649564,"— Steady","Recent form (63.1) is close to season avg (54.1)"
"Oso Ighodaro","F","PHX","https://a.espncdn.com/i/headshots/nba/players/full/4601023.png",62.6613558301488,48.3371508032185,"— Steady","Recent form (62.7) is close to season avg (61.4)"
"Noah Clowney","F","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4712896.png",62.4309712291077,74.257566091724,"— Steady","Recent form (62.4) is close to season avg (55.4)"
"Zach Collins","F","CHI","https://a.espncdn.com/i/headshots/nba/players/full/4066650.png",62.4305069603056,69.5207116560071,"— Steady","Recent form (62.4) is close to season avg (65.5)"
"De'Aaron Fox","G","SA","https://a.espncdn.com/i/headshots/nba/players/full/4066259.png",62.250832008815,36.6174929022401,"— Steady","Recent form (62.3) is close to season avg (70.7)"
"LaMelo Ball","G","CHA","https://a.espncdn.com/i/headshots/nba/players/full/4432816.png",62.2278441233794,57.6408693444522,"— Steady","Recent form (62.2) is close to season avg (70.1)"
"Alex Reese",NA,NA,NA,61.9268179990218,50.0989058264653,"— Steady","Recent form (61.9) is close to season avg (66.5)"
"Orlando Robinson","C","TOR","https://a.espncdn.com/i/headshots/nba/players/full/4593049.png",61.8200006154204,75.7750263557345,"— Steady","Recent form (61.8) is close to season avg (62.8)"
"Dalano Banton",NA,NA,NA,61.6748742836678,56.6468685661598,"— Steady","Recent form (61.7) is close to season avg (63)"
"Jaden Springer",NA,NA,NA,61.4972691877639,63.0549494793505,"— Steady","Recent form (61.5) is close to season avg (58)"
"Markieff Morris",NA,NA,NA,61.3650612047963,60.5663766678734,"— Steady","Recent form (61.4) is close to season avg (56.7)"
"Olivier-Maxence Prosper","F","DAL","https://a.espncdn.com/i/headshots/nba/players/full/4595400.png",61.1610432911463,54.0850666111529,"— Steady","Recent form (61.2) is close to season avg (60.8)"
"Daniel Gafford","F","DAL","https://a.espncdn.com/i/headshots/nba/players/full/4278049.png",61.1075108885568,68.4963102574401,"— Steady","Recent form (61.1) is close to season avg (71.5)"
"Kawhi Leonard","F","LAC","https://a.espncdn.com/i/headshots/nba/players/full/6450.png",60.7348687817429,67.3722632868733,"— Steady","Recent form (60.7) is close to season avg (74.1)"
"Bradley Beal","G","PHX","https://a.espncdn.com/i/headshots/nba/players/full/6580.png",60.5485341901587,57.6393209512381,"— Steady","Recent form (60.5) is close to season avg (63.3)"
"Bogdan Bogdanović",NA,NA,NA,60.5145460887533,45.0638307567371,"Cold (last 10)","Last 10 avg (45.1) is 6.8 below season avg (62.7). Dragged down by SCORING, REB"
"Steven Adams","C","HOU","https://a.espncdn.com/i/headshots/nba/players/full/2991235.png",60.3462873309028,56.8509494849469,"— Steady","Recent form (60.3) is close to season avg (70.6)"
"Danté Exum",NA,NA,NA,60.1119430509827,48.1497431957254,"— Steady","Recent form (60.1) is close to season avg (60.6)"
"DeMar DeRozan","G","SAC","https://a.espncdn.com/i/headshots/nba/players/full/3978.png",59.9149844199051,75.0833826237912,"— Steady","Recent form (59.9) is close to season avg (68.8)"
