"player_name","position","team","headshot_href","streak_total5","streak_total10","status","reason"
"Stephon Castle","G","SA","https://a.espncdn.com/i/headshots/nba/players/full/4845367.png",74.2001764885867,70.8257283915571,"— Steady","Recent form (66.7) is close to season avg (63.7)"
"Kris Dunn","G","LAC","https://a.espncdn.com/i/headshots/nba/players/full/2991139.png",61.3939626403315,70.6004159195394,"— Steady","Recent form (61.4) is close to season avg (67.5)"
"Bobby Portis","F","MIL","https://a.espncdn.com/i/headshots/nba/players/full/3064482.png",68.9517950084942,70.5775862065154,"— Steady","Recent form (64.5) is close to season avg (69.6)"
"Kyle Anderson","F","MIA","https://a.espncdn.com/i/headshots/nba/players/full/2993874.png",50.367424726091,70.5050512401881,"— Steady","Recent form (56.6) is close to season avg (65.6)"
"Keon Ellis","G","SAC","https://a.espncdn.com/i/headshots/nba/players/full/4702177.png",77.1778073139502,70.490211254793,"— Steady","Recent form (68) is close to season avg (64.5)"
"Al Horford","C","BOS","https://a.espncdn.com/i/headshots/nba/players/full/3213.png",61.3737720880962,70.4371567882471,"— Steady","Recent form (61.4) is close to season avg (69.1)"
"Ausar Thompson","G","DET","https://a.espncdn.com/i/headshots/nba/players/full/4684742.png",70.00192777724,70.1788844453712,"— Steady","Recent form (64.9) is close to season avg (68.2)"
"Jrue Holiday","G","BOS","https://a.espncdn.com/i/headshots/nba/players/full/3995.png",60.3701079881209,69.9977328764119,"— Steady","Recent form (61) is close to season avg (69.2)"
"Damian Lillard","G","MIL","https://a.espncdn.com/i/headshots/nba/players/full/6606.png",59.1394518035154,69.7245026623067,"Cold (last 5)","Last 5 avg (60.5) is 11.8 below season avg (72.2). Dragged down by DISC, REB"
"Jalen Suggs","G","ORL","https://a.espncdn.com/i/headshots/nba/players/full/4432165.png",62.3650302900704,69.4585652337291,"— Steady","Recent form (61.8) is close to season avg (65.7)"
"Paul George","F","PHI","https://a.espncdn.com/i/headshots/nba/players/full/4251.png",80.3047619794293,69.1335371555575,"— Steady","Recent form (69.6) is close to season avg (67.4)"
"Andrew Wiggins","F","MIA","https://a.espncdn.com/i/headshots/nba/players/full/3059319.png",47.9941948239076,69.1301211691446,"— Steady","Recent form (55.4) is close to season avg (64.3)"
"Adem Bona","C","PHI","https://a.espncdn.com/i/headshots/nba/players/full/5105637.png",66.5737337024128,68.91588631389,"— Steady","Recent form (63.5) is close to season avg (62.6)"
"Tari Eason","F","HOU","https://a.espncdn.com/i/headshots/nba/players/full/4433192.png",69.8227462012262,68.7917907569309,"— Steady","Recent form (64.8) is close to season avg (70.2)"
"Khris Middleton","F","WSH","https://a.espncdn.com/i/headshots/nba/players/full/6609.png",53.2264561521131,68.0510035710614,"Cold (last 5)","Last 5 avg (57.9) is 10.5 below season avg (68.4). Dragged down by DISC, DEF"
"Walker Kessler","C","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/4433136.png",57.0586411547491,68.0156440564235,"Cold (last 5)","Last 5 avg (59.6) is 12.5 below season avg (72). Dragged down by DISC, DEF"
"Austin Reaves","G","LAL","https://a.espncdn.com/i/headshots/nba/players/full/4066457.png",50.6918832815576,68.0037566800729,"Cold (last 5)","Last 5 avg (56.7) is 13.5 below season avg (70.2). Dragged down by REB, SCORING"
"Eric Gordon","G","PHI","https://a.espncdn.com/i/headshots/nba/players/full/3431.png",59.6300596734091,67.9576128835393,"On Fire (last 10)","Last 10 avg (64.9) is 6.2 above season avg (58.7). Boosted by DISC, PLAY"
"Fred VanVleet","G","HOU","https://a.espncdn.com/i/headshots/nba/players/full/2991230.png",73.936189935374,67.8099560104847,"— Steady","Recent form (66.6) is close to season avg (69)"
"Luke Kornet","C","BOS","https://a.espncdn.com/i/headshots/nba/players/full/3064560.png",72.9824936367457,67.3176765053795,"— Steady","Recent form (66.2) is close to season avg (70.6)"
"Malik Monk","G","SAC","https://a.espncdn.com/i/headshots/nba/players/full/4066262.png",63.5037367853958,67.3108136414281,"— Steady","Recent form (62.3) is close to season avg (68.6)"
"Andre Drummond","C","PHI","https://a.espncdn.com/i/headshots/nba/players/full/6585.png",58.0132718796708,67.2612208718289,"— Steady","Recent form (60) is close to season avg (66.1)"
"Kyshawn George","F","WSH","https://a.espncdn.com/i/headshots/nba/players/full/5174563.png",74.2638439227071,67.2561518649698,"— Steady","Recent form (66.7) is close to season avg (59.5)"
"Anthony Black","G","ORL","https://a.espncdn.com/i/headshots/nba/players/full/4712849.png",54.6958151593156,67.2364475726334,"— Steady","Recent form (58.6) is close to season avg (63)"
"Orlando Robinson","C","TOR","https://a.espncdn.com/i/headshots/nba/players/full/4593049.png",62.1827958071887,66.9752108731952,"— Steady","Recent form (61.7) is close to season avg (62.8)"
"Bub Carrington","G","WSH","https://a.espncdn.com/i/headshots/nba/players/full/4845374.png",63.7810142745437,66.9118764844535,"— Steady","Recent form (62.4) is close to season avg (58.6)"
"Yves Missi","C","NO","https://a.espncdn.com/i/headshots/nba/players/full/5061589.png",76.21490570435,66.7936964758369,"— Steady","Recent form (67.6) is close to season avg (62.9)"
"Ochai Agbaji","G","TOR","https://a.espncdn.com/i/headshots/nba/players/full/4397018.png",74.0138891283988,66.3292002462721,"— Steady","Recent form (66.6) is close to season avg (62)"
"Keaton Wallace","G","ATL","https://a.espncdn.com/i/headshots/nba/players/full/4279118.png",78.0376903274581,66.0067576795756,"— Steady","Recent form (68.4) is close to season avg (61)"
"Jalen Williams","G","OKC","https://a.espncdn.com/i/headshots/nba/players/full/4593803.png",62.4370351794624,65.9661952557415,"Cold (last 5)","Last 5 avg (61.8) is 13.5 below season avg (75.3). Dragged down by IMPACT, DISC"
"Devin Vassell","G","SA","https://a.espncdn.com/i/headshots/nba/players/full/4395630.png",63.8692096259926,65.9178374622825,"— Steady","Recent form (62.4) is close to season avg (63.5)"
"Naz Reid","C","MIN","https://a.espncdn.com/i/headshots/nba/players/full/4396971.png",69.5927276500846,65.6982531249903,"— Steady","Recent form (64.7) is close to season avg (68.2)"
"Karl-Anthony Towns","C","NY","https://a.espncdn.com/i/headshots/nba/players/full/3136195.png",67.0844947250742,65.664831436049,"Cold (last 10)","Last 10 avg (64.1) is 9.1 below season avg (73.2). Dragged down by DISC, REB"
"D'Angelo Russell","G","BKN","https://a.espncdn.com/i/headshots/nba/players/full/3136776.png",52.9282703962881,65.4002240828257,"— Steady","Recent form (57.8) is close to season avg (67)"
"Josh Hart","G","NY","https://a.espncdn.com/i/headshots/nba/players/full/3062679.png",62.7613434821664,65.3777918620481,"Cold (last 5)","Last 5 avg (62) is 11.6 below season avg (73.6). Dragged down by DEF, REB"
"Kelly Olynyk","F","NO","https://a.espncdn.com/i/headshots/nba/players/full/2489663.png",50.4045147030348,64.9906882865617,"— Steady","Recent form (56.6) is close to season avg (66.1)"
"De'Aaron Fox","G","SA","https://a.espncdn.com/i/headshots/nba/players/full/4066259.png",80.6012681799371,64.9527060721295,"— Steady","Recent form (69.7) is close to season avg (70.7)"
"Peyton Watson","G","DEN","https://a.espncdn.com/i/headshots/nba/players/full/4576087.png",46.1706608871608,64.943549057016,"— Steady","Recent form (54.4) is close to season avg (63)"
"Jaylen Wells","F","MEM","https://a.espncdn.com/i/headshots/nba/players/full/5112087.png",78.1393600162778,64.9011139560987,"— Steady","Recent form (68.5) is close to season avg (61.7)"
"Pelle Larsson","G","MIA","https://a.espncdn.com/i/headshots/nba/players/full/4601025.png",45.7618576181692,64.8854979699701,"— Steady","Recent form (54.2) is close to season avg (56.9)"
"Jeremy Sochan","F","SA","https://a.espncdn.com/i/headshots/nba/players/full/4610139.png",57.7034076404091,64.823629883774,"— Steady","Recent form (59.9) is close to season avg (67.3)"
"Keldon Johnson","F","SA","https://a.espncdn.com/i/headshots/nba/players/full/4395723.png",65.3860361962087,64.4913233479323,"— Steady","Recent form (63) is close to season avg (63.3)"
"Desmond Bane","G","MEM","https://a.espncdn.com/i/headshots/nba/players/full/4066320.png",45.3849516817059,64.4163179731066,"Cold (last 5)","Last 5 avg (53.9) is 17.2 below season avg (71.1). Dragged down by IMPACT, PLAY"
"Isaiah Collier","G","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/4683766.png",71.7621326551352,64.3735500428,"— Steady","Recent form (65.6) is close to season avg (63.3)"
"Alex Caruso","G","OKC","https://a.espncdn.com/i/headshots/nba/players/full/2991350.png",66.1391530790794,63.8682271768329,"Cold (last 10)","Last 10 avg (63.4) is 7.7 below season avg (71.1). Dragged down by DISC, IMPACT"
"Gary Trent Jr.","G","MIL","https://a.espncdn.com/i/headshots/nba/players/full/4277843.png",63.3576246107284,63.6695069012383,"— Steady","Recent form (62.2) is close to season avg (60.1)"
"Lindy Waters III","F","DET","https://a.espncdn.com/i/headshots/nba/players/full/4066317.png",53.4569255185572,63.6233791154091,"— Steady","Recent form (58) is close to season avg (58.2)"
"Dorian Finney-Smith","F","LAL","https://a.espncdn.com/i/headshots/nba/players/full/2578185.png",50.507359457003,63.5373531953566,"— Steady","Recent form (56.6) is close to season avg (62.9)"
"Lonzo Ball","G","CHI","https://a.espncdn.com/i/headshots/nba/players/full/4066421.png",71.8270708479288,63.4142852575005,"— Steady","Recent form (65.7) is close to season avg (69.2)"
"Ryan Rollins","G","MIL","https://a.espncdn.com/i/headshots/nba/players/full/4591725.png",52.4622365291169,63.0654432636236,"— Steady","Recent form (57.6) is close to season avg (62.9)"
"Quentin Grimes","G","PHI","https://a.espncdn.com/i/headshots/nba/players/full/4397014.png",67.7675072842102,63.0270918700869,"— Steady","Recent form (64) is close to season avg (62.7)"
"Nicolas Batum","F","LAC","https://a.espncdn.com/i/headshots/nba/players/full/3416.png",66.1001775053658,62.9325379662389,"— Steady","Recent form (63.3) is close to season avg (61)"
"OG Anunoby","F","NY","https://a.espncdn.com/i/headshots/nba/players/full/3934719.png",77.72004405564,62.8680080267909,"— Steady","Recent form (68.3) is close to season avg (66.7)"
"Chris Boucher","F","TOR","https://a.espncdn.com/i/headshots/nba/players/full/3948153.png",72.7088906730001,62.6549662600517,"— Steady","Recent form (66) is close to season avg (65.4)"
"Buddy Hield","G","GS","https://a.espncdn.com/i/headshots/nba/players/full/2990984.png",56.4675667131841,62.5334637183799,"— Steady","Recent form (59.3) is close to season avg (62.7)"
"Bilal Coulibaly","G","WSH","https://a.espncdn.com/i/headshots/nba/players/full/5104155.png",74.0804206720266,62.2743767380062,"— Steady","Recent form (66.6) is close to season avg (59.3)"
"Miles Bridges","F","CHA","https://a.espncdn.com/i/headshots/nba/players/full/4066383.png",63.5980383095975,62.235561968879,"— Steady","Recent form (62.3) is close to season avg (67.5)"
"Sam Merrill","G","CLE","https://a.espncdn.com/i/headshots/nba/players/full/4066757.png",56.4108410272522,62.1168688642107,"— Steady","Recent form (59.3) is close to season avg (61.2)"
"Anfernee Simons","G","POR","https://a.espncdn.com/i/headshots/nba/players/full/4351851.png",60.3385760581179,61.8908153382806,"— Steady","Recent form (61) is close to season avg (64.1)"
"Andrew Nembhard","G","IND","https://a.espncdn.com/i/headshots/nba/players/full/4395712.png",60.0668766098977,61.7687039028145,"— Steady","Recent form (60.8) is close to season avg (68.5)"
"Brice Sensabaugh","F","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/5105839.png",65.5553591974568,61.3052633898206,"— Steady","Recent form (63.1) is close to season avg (58.8)"
"Kentavious Caldwell-Pope","G","ORL","https://a.espncdn.com/i/headshots/nba/players/full/2581018.png",42.8271149634493,61.2978453835833,"— Steady","Recent form (52.3) is close to season avg (60.8)"
"Dennis Schröder","G","DET","https://a.espncdn.com/i/headshots/nba/players/full/3032979.png",71.5902444991978,61.1676401200501,"— Steady","Recent form (65.6) is close to season avg (65.4)"
"Brandin Podziemski","G","GS","https://a.espncdn.com/i/headshots/nba/players/full/4709138.png",61.6311246539233,61.1386523050536,"— Steady","Recent form (61.5) is close to season avg (68.2)"
"Draymond Green","F","GS","https://a.espncdn.com/i/headshots/nba/players/full/6589.png",55.1690358796589,60.8321998435667,"Cold (last 5)","Last 5 avg (58.8) is 12.1 below season avg (70.9). Dragged down by PLAY, SCORING"
"P.J. Washington","F","DAL","https://a.espncdn.com/i/headshots/nba/players/full/4278078.png",53.6264927148222,60.722046874494,"— Steady","Recent form (58.1) is close to season avg (67.1)"
"Wendell Carter Jr.","C","ORL","https://a.espncdn.com/i/headshots/nba/players/full/4277847.png",52.7050291790437,60.6746974634666,"— Steady","Recent form (57.7) is close to season avg (65.1)"
"Ayo Dosunmu","G","CHI","https://a.espncdn.com/i/headshots/nba/players/full/4397002.png",52.4232783739621,60.4796149034502,"— Steady","Recent form (57.5) is close to season avg (64.3)"
"Jalen Wilson","F","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4431714.png",77.2785981613172,60.4716200478918,"On Fire (last 5)","Last 5 avg (68.1) is 10.7 above season avg (57.4). Boosted by PLAY, SCORING"
"CJ McCollum","G","NO","https://a.espncdn.com/i/headshots/nba/players/full/2490149.png",73.5370099913118,60.3109966762707,"— Steady","Recent form (66.4) is close to season avg (63.4)"
"Kyle Filipowski","F","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/4684793.png",68.9919494380526,60.0776248853977,"— Steady","Recent form (64.5) is close to season avg (63.2)"
"Jabari Walker","F","POR","https://a.espncdn.com/i/headshots/nba/players/full/4432446.png",69.1864176294486,59.8499953191847,"— Steady","Recent form (64.6) is close to season avg (61.5)"
"Cason Wallace","G","OKC","https://a.espncdn.com/i/headshots/nba/players/full/4683692.png",64.3579913520781,59.6643061805561,"Cold (last 10)","Last 10 avg (61.9) is 7.4 below season avg (69.3). Dragged down by SCORING, DEF"
"Kyle Lowry","G","PHI","https://a.espncdn.com/i/headshots/nba/players/full/3012.png",48.1499073500638,59.5643949850962,"— Steady","Recent form (55.5) is close to season avg (59)"
"Devin Booker","G","PHX","https://a.espncdn.com/i/headshots/nba/players/full/3136193.png",73.3786610180053,59.5620593315587,"Cold (last 10)","Last 10 avg (61.9) is 7.4 below season avg (69.3). Dragged down by IMPACT, SCORING"
"Naji Marshall","F","DAL","https://a.espncdn.com/i/headshots/nba/players/full/4278594.png",53.1232166774685,59.4973502243803,"— Steady","Recent form (57.9) is close to season avg (64.8)"
"Jake LaRavia","F","SAC","https://a.espncdn.com/i/headshots/nba/players/full/4592691.png",66.4125798885472,59.4572933500244,"— Steady","Recent form (63.4) is close to season avg (66.2)"
"Bennedict Mathurin","G","IND","https://a.espncdn.com/i/headshots/nba/players/full/4683634.png",76.8335861977454,59.4132304511671,"— Steady","Recent form (67.9) is close to season avg (61.6)"
"Zach LaVine","G","SAC","https://a.espncdn.com/i/headshots/nba/players/full/3064440.png",74.0190939591309,59.3483396220481,"— Steady","Recent form (66.6) is close to season avg (66.2)"
"Patrick Williams","F","CHI","https://a.espncdn.com/i/headshots/nba/players/full/4431687.png",81.1819829744496,59.1530315931914,"On Fire (last 5)","Last 5 avg (70) is 9.6 above season avg (60.4). Boosted by IMPACT, PLAY"
"Brandon Ingram","F","NO","https://a.espncdn.com/i/headshots/nba/players/full/3913176.png",60.2917584465669,59.1238560591428,"— Steady","Recent form (60.9) is close to season avg (63.9)"
"AJ Green","G","MIL","https://a.espncdn.com/i/headshots/nba/players/full/4397475.png",51.7435404785411,58.9182612822389,"— Steady","Recent form (57.2) is close to season avg (58.5)"
"Jaden Ivey","G","DET","https://a.espncdn.com/i/headshots/nba/players/full/4433218.png",79.419019922249,58.6523521833764,"— Steady","Recent form (69.1) is close to season avg (64.2)"
"Obi Toppin","F","IND","https://a.espncdn.com/i/headshots/nba/players/full/4278355.png",58.7794788962407,58.3362783859876,"— Steady","Recent form (60.3) is close to season avg (65.4)"
"Mike Conley","G","MIN","https://a.espncdn.com/i/headshots/nba/players/full/3195.png",50.9485910533,58.2998200552772,"Cold (last 5)","Last 5 avg (56.9) is 10.5 below season avg (67.4). Dragged down by DEF, DISC"
"Tosan Evbuomwan","F","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4597865.png",63.4612539118458,58.1971993058979,"— Steady","Recent form (62.2) is close to season avg (61.1)"
"Isaac Okoro","F","CLE","https://a.espncdn.com/i/headshots/nba/players/full/4432822.png",58.8481953101326,58.0467355307322,"— Steady","Recent form (60.3) is close to season avg (62.7)"
"Bradley Beal","G","PHX","https://a.espncdn.com/i/headshots/nba/players/full/6580.png",61.8506786491193,57.9452591813681,"— Steady","Recent form (61.6) is close to season avg (63.3)"
"Mikal Bridges","G","NY","https://a.espncdn.com/i/headshots/nba/players/full/3147657.png",55.064307161533,57.8705641258462,"— Steady","Recent form (58.7) is close to season avg (67)"
"Tobias Harris","F","DET","https://a.espncdn.com/i/headshots/nba/players/full/6440.png",60.8508502152095,57.8511101771596,"— Steady","Recent form (61.2) is close to season avg (67.2)"
"Alex Sarr","C","WSH","https://a.espncdn.com/i/headshots/nba/players/full/5160992.png",71.5699244748173,57.6095026396423,"— Steady","Recent form (65.6) is close to season avg (63.2)"
"Trendon Watford","F","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4431675.png",75.2898180915485,57.4699716269284,"— Steady","Recent form (67.2) is close to season avg (61.9)"
"Josh Okogie","G","CHA","https://a.espncdn.com/i/headshots/nba/players/full/4065663.png",59.1230903654677,57.347071261055,"— Steady","Recent form (60.5) is close to season avg (65.1)"
"Tyrese Maxey","G","PHI","https://a.espncdn.com/i/headshots/nba/players/full/4431678.png",57.726231971439,57.1387594833987,"Cold (last 10)","Last 10 avg (60.9) is 8.8 below season avg (69.7). Dragged down by DISC, PLAY"
"Jamison Battle","F","TOR","https://a.espncdn.com/i/headshots/nba/players/full/4431893.png",51.4739187502168,56.808326212797,"— Steady","Recent form (57.1) is close to season avg (56)"
"Tyrese Martin","G","BKN","https://a.espncdn.com/i/headshots/nba/players/full/4397179.png",71.7941012047511,56.7316253169437,"— Steady","Recent form (65.7) is close to season avg (59.6)"
"Rui Hachimura","F","LAL","https://a.espncdn.com/i/headshots/nba/players/full/4066648.png",44.7487764584421,56.4607852438897,"Cold (last 5)","Last 5 avg (53.6) is 11 below season avg (64.5). Dragged down by SCORING, DISC"
"Jordan Poole","G","WSH","https://a.espncdn.com/i/headshots/nba/players/full/4277956.png",60.2738714691829,56.3336488332144,"— Steady","Recent form (60.9) is close to season avg (61.4)"
"Bruce Brown","G","NO","https://a.espncdn.com/i/headshots/nba/players/full/4065670.png",64.9611226007636,56.1883940356618,"— Steady","Recent form (62.8) is close to season avg (58.9)"
"Collin Sexton","G","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/4277811.png",52.7132072419173,56.1620492873792,"— Steady","Recent form (57.7) is close to season avg (62.7)"
"Jared McCain","G","PHI","https://a.espncdn.com/i/headshots/nba/players/full/4683778.png",67.7142626695412,56.0389570667949,"— Steady","Recent form (64) is close to season avg (62.4)"
"Sandro Mamukelashvili","F","SA","https://a.espncdn.com/i/headshots/nba/players/full/4278580.png",63.1941231688588,55.7435896848725,"— Steady","Recent form (62.1) is close to season avg (64.7)"
"Olivier-Maxence Prosper","F","DAL","https://a.espncdn.com/i/headshots/nba/players/full/4595400.png",59.0387634316118,55.7429506996697,"— Steady","Recent form (60.4) is close to season avg (60.8)"
"Terry Rozier","G","MIA","https://a.espncdn.com/i/headshots/nba/players/full/3074752.png",62.8791480487985,55.5264474505566,"— Steady","Recent form (62) is close to season avg (60.7)"
"Jordan Clarkson","G","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/2528426.png",57.7045776945834,55.4061639333237,"— Steady","Recent form (59.9) is close to season avg (61.8)"
"Derrick Jones Jr.","F","LAC","https://a.espncdn.com/i/headshots/nba/players/full/3936099.png",68.735019611354,55.1952682013957,"— Steady","Recent form (64.4) is close to season avg (64.4)"
"Payton Pritchard","G","BOS","https://a.espncdn.com/i/headshots/nba/players/full/4066354.png",65.7524766026685,55.1948126839698,"Cold (last 10)","Last 10 avg (60.2) is 8.7 below season avg (68.8). Dragged down by PLAY, DISC"
"Norman Powell","G","LAC","https://a.espncdn.com/i/headshots/nba/players/full/2595516.png",55.026035231447,55.1017902382195,"— Steady","Recent form (58.7) is close to season avg (66.5)"
"Jose Alvarado","G","NO","https://a.espncdn.com/i/headshots/nba/players/full/4277869.png",48.942205095609,54.8810005736126,"— Steady","Recent form (55.9) is close to season avg (65.2)"
"Dalen Terry","F","CHI","https://a.espncdn.com/i/headshots/nba/players/full/4433159.png",47.3670131779622,54.8740147954648,"— Steady","Recent form (55) is close to season avg (58.1)"
"Brandon Miller","F","CHA","https://a.espncdn.com/i/headshots/nba/players/full/4433287.png",67.1842959082861,54.136118380066,"— Steady","Recent form (63.7) is close to season avg (62.7)"
"Michael Porter Jr.","F","DEN","https://a.espncdn.com/i/headshots/nba/players/full/4278104.png",58.2042168733468,53.9160485890672,"Cold (last 10)","Last 10 avg (59.7) is 7.4 below season avg (67.1). Dragged down by DISC, DEF"
"Haywood Highsmith","F","MIA","https://a.espncdn.com/i/headshots/nba/players/full/4291678.png",52.570909530967,53.8770938457393,"— Steady","Recent form (57.6) is close to season avg (60.8)"
"Julian Phillips","F","CHI","https://a.espncdn.com/i/headshots/nba/players/full/5105553.png",72.3516432940335,53.8510163693924,"— Steady","Recent form (65.9) is close to season avg (58.3)"
"Aaron Nesmith","G","IND","https://a.espncdn.com/i/headshots/nba/players/full/4396909.png",60.8172688960955,53.4770786691351,"— Steady","Recent form (61.2) is close to season avg (65.3)"
"Jalen Green","G","HOU","https://a.espncdn.com/i/headshots/nba/players/full/4437244.png",58.9364370842923,53.4752770563931,"— Steady","Recent form (60.4) is close to season avg (65.5)"
"Bismack Biyombo","C","SA","https://a.espncdn.com/i/headshots/nba/players/full/6427.png",44.1951566296503,53.3960873700913,"— Steady","Recent form (53.2) is close to season avg (62.4)"
"Justin Edwards","F","PHI","https://a.espncdn.com/i/headshots/nba/players/full/4711297.png",46.9223337560685,53.2264063911633,"— Steady","Recent form (54.8) is close to season avg (58.3)"
"Zaccharie Risacher","F","ATL","https://a.espncdn.com/i/headshots/nba/players/full/5211175.png",66.747062715484,53.1916977524053,"— Steady","Recent form (63.6) is close to season avg (60.3)"
"Dillon Brooks","F","HOU","https://a.espncdn.com/i/headshots/nba/players/full/3155526.png",53.7406787828573,52.8357386465285,"— Steady","Recent form (58.1) is close to season avg (60.9)"
"Max Christie","G","DAL","https://a.espncdn.com/i/headshots/nba/players/full/4432582.png",58.0336910776652,52.6351422317901,"— Steady","Recent form (60) is close to season avg (61.2)"
"Scotty Pippen Jr.","G","MEM","https://a.espncdn.com/i/headshots/nba/players/full/4431785.png",42.6836505108685,52.5506633936535,"Cold (last 5)","Last 5 avg (52.2) is 16.6 below season avg (68.8). Dragged down by REB, SCORING"
"Corey Kispert","F","WSH","https://a.espncdn.com/i/headshots/nba/players/full/4280151.png",57.9816321025507,52.3883105154147,"— Steady","Recent form (60) is close to season avg (58.1)"
"Santi Aldama","F","MEM","https://a.espncdn.com/i/headshots/nba/players/full/4593125.png",57.9681278670934,52.2440419784245,"Cold (last 10)","Last 10 avg (59) is 11.5 below season avg (70.5). Dragged down by SCORING, PLAY"
"Donte DiVincenzo","G","MIN","https://a.espncdn.com/i/headshots/nba/players/full/3934673.png",53.2701498666534,52.1848585125241,"Cold (last 10)","Last 10 avg (59) is 7.5 below season avg (66.4). Dragged down by REB, DEF"
"Luguentz Dort","G","OKC","https://a.espncdn.com/i/headshots/nba/players/full/4397020.png",63.2976861531125,52.1314940997468,"— Steady","Recent form (62.2) is close to season avg (64.5)"
"Luke Kennard","G","MEM","https://a.espncdn.com/i/headshots/nba/players/full/3913174.png",71.5933453502454,52.0395348756149,"— Steady","Recent form (65.6) is close to season avg (65.4)"
"Tristan da Silva","F","ORL","https://a.espncdn.com/i/headshots/nba/players/full/4702382.png",67.0999368189404,51.9968984826768,"— Steady","Recent form (63.7) is close to season avg (59.5)"
"Nickeil Alexander-Walker","G","MIN","https://a.espncdn.com/i/headshots/nba/players/full/4278039.png",60.2181430704762,51.8098341718958,"— Steady","Recent form (60.9) is close to season avg (63.8)"
"Blake Wesley","G","SA","https://a.espncdn.com/i/headshots/nba/players/full/4683935.png",67.0196031888195,51.4781852798424,"— Steady","Recent form (63.7) is close to season avg (61.1)"
"Scoot Henderson","G","POR","https://a.espncdn.com/i/headshots/nba/players/full/4683678.png",52.085009316868,51.0638964546866,"— Steady","Recent form (57.4) is close to season avg (64.6)"
"Oso Ighodaro","F","PHX","https://a.espncdn.com/i/headshots/nba/players/full/4601023.png",60.4072300469591,50.9200437904241,"— Steady","Recent form (61) is close to season avg (61.4)"
"Jerami Grant","F","POR","https://a.espncdn.com/i/headshots/nba/players/full/2991070.png",60.7584509340646,50.8914730712066,"— Steady","Recent form (61.1) is close to season avg (58.8)"
"Myles Turner","C","IND","https://a.espncdn.com/i/headshots/nba/players/full/3133628.png",51.4081594808921,50.7995335470364,"Cold (last 5)","Last 5 avg (57.1) is 11.4 below season avg (68.4). Dragged down by DISC, SCORING"
"KJ Simpson","G","CHA","https://a.espncdn.com/i/headshots/nba/players/full/4683834.png",41.9327095309487,50.4074196327771,"— Steady","Recent form (51.7) is close to season avg (57)"
"Kristaps Porziņģis","C","BOS","https://a.espncdn.com/i/headshots/nba/players/full/3102531.png",46.1872929559329,50.2983357580743,"Cold (last 5)","Last 5 avg (54.4) is 15.4 below season avg (69.8). Dragged down by REB, DEF"
"Caleb Martin","F","DAL","https://a.espncdn.com/i/headshots/nba/players/full/3138160.png",48.2675778157386,49.9272126460642,"— Steady","Recent form (55.5) is close to season avg (60.2)"
"Jonathan Kuminga","F","GS","https://a.espncdn.com/i/headshots/nba/players/full/4433247.png",56.1776674518509,49.4530997928341,"— Steady","Recent form (59.2) is close to season avg (63.8)"
"Ryan Dunn","F","PHX","https://a.espncdn.com/i/headshots/nba/players/full/4888725.png",79.0639377234819,49.2084566943835,"On Fire (last 5)","Last 5 avg (68.9) is 9 above season avg (59.9). Boosted by REB, IMPACT"
"Colby Jones","G","WSH","https://a.espncdn.com/i/headshots/nba/players/full/4433378.png",54.5840076291254,48.8181846288405,"— Steady","Recent form (58.5) is close to season avg (59.5)"
"Nick Richards","C","PHX","https://a.espncdn.com/i/headshots/nba/players/full/4278076.png",51.5540808670318,48.55169122721,"— Steady","Recent form (57.1) is close to season avg (62.2)"
"Tristan Vukcevic","F","WSH","https://a.espncdn.com/i/headshots/nba/players/full/4997537.png",59.6551448343526,48.4503115338048,"— Steady","Recent form (60.7) is close to season avg (62.9)"
"Lauri Markkanen","F","UTAH","https://a.espncdn.com/i/headshots/nba/players/full/4066336.png",47.5691427622098,48.3427091366579,"— Steady","Recent form (55.2) is close to season avg (61.8)"
"Gary Payton II","G","GS","https://a.espncdn.com/i/headshots/nba/players/full/3134903.png",51.7384970242703,48.2698685313619,"Cold (last 10)","Last 10 avg (57.2) is 7.4 below season avg (64.7). Dragged down by DEF, DISC"
"Sam Hauser","F","BOS","https://a.espncdn.com/i/headshots/nba/players/full/4065804.png",51.7053185620273,48.112573361256,"— Steady","Recent form (57.2) is close to season avg (61.9)"
"Jaren Jackson Jr.","F","MEM","https://a.espncdn.com/i/headshots/nba/players/full/4277961.png",41.5358548006726,48.0783851075523,"Cold (last 5)","Last 5 avg (51.4) is 18 below season avg (69.4). Dragged down by IMPACT, DEF"
"Amir Coffey","G","LAC","https://a.espncdn.com/i/headshots/nba/players/full/4066387.png",39.585390331814,47.6573751626575,"— Steady","Recent form (49.9) is close to season avg (57.5)"
"Trey Murphy III","F","NO","https://a.espncdn.com/i/headshots/nba/players/full/4397688.png",43.8665598703719,47.5054267802382,"Cold (last 5)","Last 5 avg (53) is 10.8 below season avg (63.8). Dragged down by DISC, IMPACT"
